CourseId,Subject,Number,Title,Class Units,Description,Topic,seeAlso,Outline
6640,DART,381,DIGIT. MEDIA & MOVING IMAGES,3,"In this studio course, students generate concepts, thematic proposals, storyboards, and narratives for audiovisual presentations and creative works with a focus on online or web applications. Students develop projects for motion graphics, kinetic typography, as well as audio components.
Prerequisite: DART 280; 24 credits in the Major in Design; or written permission of the Department. 
NOTE: Students who have received credit for DART 300 may not take this course for credit.",,,
48327,FMAN,311,DIGITAL ANIMATION AND CREATIVE COMPOSITING,3,"This course is designed to permit an in-depth exploration of various digital media by animating, editing and compositing animated media following the spirit of contemporary animated film. Exercises include exploration of digitally drawn or scanned elements, digital cut-outs, green screen and innovative stop-motion animation techniques. Emphasis is on personal expression, motion graphics and enhancement of professional animation skills.
Prerequisite: Enrolment in a Film Animation program; FMAN 204, 225, 256; or written permission of the School of Cinema. 
NOTE: Students are required to bear the cost of all necessary equipment, software and production materials for the course as described in the syllabus.",,,
49969,WILD,601,DIGITAL ARTS REFLECTIVE ACTIVITIES I,3,,,,
49971,WILD,701,DIGITAL ARTS REFLECTIVE LEARNING ACTIVITIES II,3,Please see GRAD Calendar,,,
7106,EAST,203,Digital Audio Editing,3,"An introduction to the study and practice of the Acousmatic and Sound Art tradition through the use of the computer as a manipulation platform and creative environment for the exploration of sound. This course includes historical and aestheticaspects of the art. Classic and contemporary electroacoustic techniques are explored as are applications of electroacoustics in popular music. Related topics in acoustics, psychoacoustics, hearing, and audio technology are covered in order to provide a background for effective work in the digital environment.

NOTE: Students who have received credit for EAMT 203, or for this topic under an EAMT 398 or 399 number, may not take this course for credit.
NOTE: Students in a major, minor, or specialization program in the Department of Music may not apply this course for credit in a 90-credit degree program.


",,,
7106,EAST,203,Digital Audio Editing,3,"An introduction to the study and practice of the Acousmatic and Sound Art tradition through the use of the computer as a manipulation platform and creative environment for the exploration of sound. This course includes historical and aestheticaspects of the art. Classic and contemporary electroacoustic techniques are explored as are applications of electroacoustics in popular music. Related topics in acoustics, psychoacoustics, hearing, and audio technology are covered in order to provide a background for effective work in the digital environment.

NOTE: Students who have received credit for EAMT 203, or for this topic under an EAMT 398 or 399 number, may not take this course for credit.
NOTE: Students in a major, minor, or specialization program in the Department of Music may not apply this course for credit in a 90-credit degree program.


",,,
8113,ELEC,6831,DIGITAL COMMUNICATIONS,4,Please see GRAD Calendar,,,
8114,ELEC,6841,DIGITAL COMMUNICATIONS II,4,Please see GRAD Calendar,,,
10197,ENGR,7181,DIGITAL CONTROL OF DYNAMIC SYSTEMS,4,"Prerequisites: ELEC 6061, ENGR 6131.
Review of discrete-time and sampled-data systems; discrete input-output and state-space equivalents; controllability and observability of sampled-data systems; controller design using transform techniques, design using state-space methods; generalized sample-data hold functions; optimal control; quantization effects; multirate sampling; robust control; discrete-time non-linear systems; discrete-time multivariable systems. A project.
Note: Students who have received credit for ENGR 6181 may not take this course for credit.",,,
31421,SOCI,221,Digital Culture,3,"This course offers a critical examination of the role of electronic communication, information technology, and the Internet on public culture and the organization of social behaviour and interaction.





",,,
31421,SOCI,221,Digital Culture,3,"This course offers a critical examination of the role of electronic communication, information technology, and the Internet on public culture and the organization of social behaviour and interaction.





",,,
5065,COEN,315,Digital Electronics,3.5,"Analysis and simulation of basic digital circuit blocks, in particular, CMOS, BiCMOS and ECL technologies. The focus is on the electronics aspect of digital circuits. Combinational and sequential circuit units, including logic gates, flip-flops, signal generators, static and dynamic memories, and interconnections. Performance analysis in terms of switching speeds, power dissipation, noise immunity, fan-in and fan-out. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
Prerequisite: ELEC 311.




",,,
5065,COEN,315,Digital Electronics,3.5,"Analysis and simulation of basic digital circuit blocks, in particular, CMOS, BiCMOS and ECL technologies. The focus is on the electronics aspect of digital circuits. Combinational and sequential circuit units, including logic gates, flip-flops, signal generators, static and dynamic memories, and interconnections. Performance analysis in terms of switching speeds, power dissipation, noise immunity, fan-in and fan-out. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
Prerequisite: ELEC 311.




",,,
5065,COEN,315,Digital Electronics,3.5,"Analysis and simulation of basic digital circuit blocks, in particular, CMOS, BiCMOS and ECL technologies. The focus is on the electronics aspect of digital circuits. Combinational and sequential circuit units, including logic gates, flip-flops, signal generators, static and dynamic memories, and interconnections. Performance analysis in terms of switching speeds, power dissipation, noise immunity, fan-in and fan-out. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
Prerequisite: ELEC 311.




",,,
50082,COEN,415,Digital Electronics,3.5,"COEN 415 Digital Electronics (3.5 credits)
Prerequisite: ELEC 311. This course covers analysis and simulation of basic digital circuit blocks, in particular, CMOS, BiCMOS and ECL technologies. The focus is on the electronics aspect of digital circuits. Combinational and sequential circuit units, including logic gates, flip-flops,signal generators, static and dynamic memories, and interconnections are discussed. Other topics include performance analysis in terms of switching speeds, power dissipation, noise immunity, and fan-in and fan-out. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
NOTE: Students who have received credit for COEN 315 may not take this course for credit.",,,
50082,COEN,415,Digital Electronics,3.5,"COEN 415 Digital Electronics (3.5 credits)
Prerequisite: ELEC 311. This course covers analysis and simulation of basic digital circuit blocks, in particular, CMOS, BiCMOS and ECL technologies. The focus is on the electronics aspect of digital circuits. Combinational and sequential circuit units, including logic gates, flip-flops,signal generators, static and dynamic memories, and interconnections are discussed. Other topics include performance analysis in terms of switching speeds, power dissipation, noise immunity, and fan-in and fan-out. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
NOTE: Students who have received credit for COEN 315 may not take this course for credit.",,,
50082,COEN,415,Digital Electronics,3.5,"COEN 415 Digital Electronics (3.5 credits)
Prerequisite: ELEC 311. This course covers analysis and simulation of basic digital circuit blocks, in particular, CMOS, BiCMOS and ECL technologies. The focus is on the electronics aspect of digital circuits. Combinational and sequential circuit units, including logic gates, flip-flops,signal generators, static and dynamic memories, and interconnections are discussed. Other topics include performance analysis in terms of switching speeds, power dissipation, noise immunity, and fan-in and fan-out. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
NOTE: Students who have received credit for COEN 315 may not take this course for credit.",,,
8100,ELEC,6611,DIGITAL FILTERS,4,Please see GRAD Calendar,,,
47944,CART,315,Digital Game Prototyping,3,"Students study specialized game technology, create a series of digital game prototypes, and are introduced to higher level programming concepts pertaining to interactive applications. Efficient approaches to the design and development of complex interactive software, such as iterative development and rapid prototyping, are explored.
Prerequisite: CART 263 or COMP 218 or COMP 248; or written permission of the Department. 
NOTE: Students who have received credit for this topic under a CART 398 number or for COMP 376 may not take this course for credit.",,,
49712,COMP,6381,Digital Geometric Modelling,4,Please see GRAD Calendar,,,
36498,CEPH,419,DIGITAL IMAGING - PERFECTING YOUR SKILLS,40,"*VID*
*KEYB*
You took Intro to Digital Imaging and you loved it. Now, you're hungry for more. You want to learn all about channels, layers, advanced photo-retouching techniques, creating textures, creating cast shadows, rendering metallic type, and artistic layer compositing. You can't get enough of this stuff, can you? That's understandable. Photoshop is the world's most popular digital imaging program and you're on your way to mastering it. You're also crafting your vision of what you want to see as a final image and learning everything you need to know to make it happen. Hit ""save"" on everything you've learned and ""open"" for the course.
*CNT*
This course is a great way to help you:
?	Stimulate your creativity;
?	Integrate numerous advanced Photoshop tools;
?	Familiarize yourself with digital cosmetic retouching;
?	Understand layers and use them effectively;
?	Gain skill using tonal adjustments for proper exposure and contrast;
?	Develop your sense of vision and ability to sketch out what you want.
*APP*
In this course, you'll gain real-world experience by working with a seasoned pro who'll show you the ropes. More excitingly, you'll learn through hands-on projects using the most powerful equipment and the very latest digital-imaging software. You can't get skills like this on YouTube.
*WHO*
?	Students who have completed CEPH 219 and want to continue their studies.
?	Anyone who wants to improve their ability to manipulate digital images using Adobe Photoshop.
?	Artists who want to expand their creative horizons.
?	Art students who want to broaden their capacity for creative expression.
?	Anyone who is contemplating a career in photography.
?	Anyone working in advertising, marketing, promotions, sales or communications.",,,
48646,JOUR,605,Digital Innovation in Journalism,3,"This course offers lectures and workshops in digital innovation and web design, with a focus on design features related to journalism production and news platforms.",,,
48646,JOUR,605,Digital Innovation in Journalism,3,"This course offers lectures and workshops in digital innovation and web design, with a focus on design features related to journalism production and news platforms.",,,
11506,FMST,320,DIGITAL MEDIA AND ANIMATION,3,"Prerequisite: Two of FMST 201, 202 or 203; FMST 204, 220; or permission of the School
of Cinema. This course introduces students to the proliferating forms of contemporary
animation, and to the critical debates around digital media in which animation plays a
central role. The course examines new forms of animation, including anime, webbased
animation and animated documentary along with big-budget special-effects films.
Students are introduced to recent developments within film studies, animation studies,
new media theory, game studies, gender studies, software studies, and theories
of consumer culture.
NOTE: Students who have received credit for this topic under a FMST 398 number may
not take this course for credit.",,,
3628,CART,212,Digital Media Studio I,3,"This studio-based course focuses on the production of dynamic and interactive audio/visual media. Students develop proficiency in generating original audio and visual material as well as exposure to current digital media software. Concurrent with gaining knowledge of existing tools for production, students create a high-quality studio work for portfolio inclusion.
Prerequisite: CART 211; enrolment in a Computation Arts program; or written permission of the Department.
NOTE: Students who have received credit for DFAR 252 or CART 252 may not take this course for credit.



",,,
3637,CART,312,Digital Media Studio II,3,"This studio-based course furthers work done in CART 212, focusing on the production and authoring of dynamic audio/visual media using advanced techniques such as compositing and motion graphics. Students develop proficiency in generating original audio and visual material as well as exposure to current digital audio-visual-authoring software including postproduction environments such as After Effects and Motion. Concurrent with gaining knowledge of existing tools for production, students create a term-long project which will be a high quality, studio work appropriate for portfolio inclusion.
Prerequisite: CART 212; 24 credits completed in a Computation Arts program; or written permission of the Department.
NOTE: Students who have received credit for CART 352 may not take this course for credit.



",,,
27110,PHOT,331,Digital Photography I,3,"An introductory studio course investigating the technical and creative aspects of digital photography. This course provides students with an understanding of the digital image and a practical application of the tools within their personal approach to photography. Students explore the production of digital photographs, emphasizing the manipulation of images with software and the preparation for different formats. Issues related to the use of digital imagery within the larger context of photography are explored.
Prerequisite: PHOT 210; PHOT 221 previously or concurrently; and enrolment in the Major in Photography, or written permission of the program director.
NOTE: Students who have received credit for this topic under a PHOT 498 number may not take this course for credit.
NOTE: Students are required to bear the cost of removable storage devices, printing, and other materials.


",,,
27111,PHOT,332,Digital Photography II,3,"Prerequisite: PHOT 331 and enrolment in the Major in Photography, or permission of the Department.This advanced course expands on the basic control skills and creative aspects of digital technology by implementing personal approaches to the use of technology. Emphasis is on the creative development and advanced use of technology for the production of a portfolio.

NOTE: Students who have received credit for this topic under a PHOT 498 number may not take this course for credit.
NOTE: Students are required to bear the cost of removable storage devices, printing, and other materials.",,,
11388,FMAN,436,DIGITAL POST-PRODUCTION FOR ANIMATION,3,"This course is both technical and aesthetically oriented, designed to develop an understanding of montage in terms of pacing, rhythm, transitions, and continuity. Working on a series of exercises, students are introduced to the digital postproduction process in film and animation. Topics include such elements as video signals, digital video formats, colour correction, codecs, and compression.
Prerequisite: FMAN 204, 256; or written permission of the School of Cinema. 
NOTE: Students who have received credit for FMAN 336 may not take this course for credit.
NOTE: Students are required to bear the cost of all necessary equipment, software and production materials for the course as described in the syllabus.",,,
31296,SCUL,396,Digital Sculpture,3,"This studio course introduces 3D software for sculptors, covering modelling, drafting, and rendering for both real and virtual output, using advanced manual and automated processes.
Prerequisite: Permission of the Department.




",,,
8002,ELEC,442,Digital Signal Processing,3.5,"Review of Z-transform; linear phase and non-linear phase systems; all-pass and minimum phase systems, recursive and non-recursive digital filters; common digital filter structures, common design approaches for digital filters; description of typical Digital Signal Processor chips; Review of sampling, reconstruction, interpolation and decimation; changing the sampling rate by integer and non-integer factor; multirate signal processing, polyphase decomposition, multirate filter banks; digital processing of analog signals, A/D and D/A converters; discrete Fourier transform; random signals, Least-Mean-Square (LMS) filters. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite: ELEC 342 or ELEC 364; ENGR 371.",,,
8002,ELEC,442,Digital Signal Processing,3.5,"Review of Z-transform; linear phase and non-linear phase systems; all-pass and minimum phase systems, recursive and non-recursive digital filters; common digital filter structures, common design approaches for digital filters; description of typical Digital Signal Processor chips; Review of sampling, reconstruction, interpolation and decimation; changing the sampling rate by integer and non-integer factor; multirate signal processing, polyphase decomposition, multirate filter banks; digital processing of analog signals, A/D and D/A converters; discrete Fourier transform; random signals, Least-Mean-Square (LMS) filters. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite: ELEC 342 or ELEC 364; ENGR 371.",,,
8099,ELEC,6601,DIGITAL SIGNAL PROCESSING,4,Please see GRAD Calendar,,,
3639,CART,346,Digital Sound I: Theory and Practice of Real?Time Audio,3,"This course is an introduction to the fundamental principles of real-time digital audio: the use of a computer to process, synthesize, and manipulate digitized representations of sound in real-time. Topics such as physics of sound, sampling, synthesis techniques, filters, and acoustics are introduced through the use of the real-time programming environments Max/MSP and Supercollider. Students experiment with digital audio techniques through lab exercises and the development of a final real-time composition/sound design work.
Prerequisite: 24 credits completed in a Computation Arts, Electroacoustics, or Intermedia/Cyberarts program; or written permission of the Department.
NOTE: Students who have received credit for this topic under a CART 356 number may not take this course for credit.



",,,
5100,COEN,6501,DIGITAL SYS.DESIGN+SYNTHESIS,4,Please see GRAD Calendar,,,
5054,COEN,212,Digital Systems Design I,3.5,"Modulo arithmetic: representations of numbers in binary, octal and hexadecimal formats; binary arithmetic. Boolean algebra; theorems and properties, functions, canonical and standard forms. Logic gates and their use in the realization of Boolean algebra statements; logic minimization, multiple output circuits. Designing with MSI and LSI chips, decoders, multiplexers, adders, multipliers, programmable logic devices. Introduction to sequential circuits; flip-flops. Completely specified sequential machines. Machine equivalence and minimization. Implementation of clock mode sequential circuits. Lectures: three hours per week. Tutorial: two hours per week. Laboratory: 15 hours total.
Prerequisite: MATH 204 (Cegep Mathematics 105).
NOTE: Students who have received credit for COEN 312 may not take this course for credit.",,,
5054,COEN,212,Digital Systems Design I,3.5,"Modulo arithmetic: representations of numbers in binary, octal and hexadecimal formats; binary arithmetic. Boolean algebra; theorems and properties, functions, canonical and standard forms. Logic gates and their use in the realization of Boolean algebra statements; logic minimization, multiple output circuits. Designing with MSI and LSI chips, decoders, multiplexers, adders, multipliers, programmable logic devices. Introduction to sequential circuits; flip-flops. Completely specified sequential machines. Machine equivalence and minimization. Implementation of clock mode sequential circuits. Lectures: three hours per week. Tutorial: two hours per week. Laboratory: 15 hours total.
Prerequisite: MATH 204 (Cegep Mathematics 105).
NOTE: Students who have received credit for COEN 312 may not take this course for credit.",,,
5054,COEN,212,Digital Systems Design I,3.5,"Modulo arithmetic: representations of numbers in binary, octal and hexadecimal formats; binary arithmetic. Boolean algebra; theorems and properties, functions, canonical and standard forms. Logic gates and their use in the realization of Boolean algebra statements; logic minimization, multiple output circuits. Designing with MSI and LSI chips, decoders, multiplexers, adders, multipliers, programmable logic devices. Introduction to sequential circuits; flip-flops. Completely specified sequential machines. Machine equivalence and minimization. Implementation of clock mode sequential circuits. Lectures: three hours per week. Tutorial: two hours per week. Laboratory: 15 hours total.
Prerequisite: MATH 204 (Cegep Mathematics 105).
NOTE: Students who have received credit for COEN 312 may not take this course for credit.",,,
5064,COEN,313,Digital Systems Design II,3.5,"Two-level and multi-level logic optimization techniques. Hardware description languages (VHDL) for synthesis and simulation. Asynchronous design. Algorithmic state machines. Clocking and clock skew. Metastability. Self-timed concepts. Finite state machine (FSM) optimization. State reduction. FSM partitioning. Programmable logic devices and field programmable gate arrays. Data path and control design for processors. Testing issues. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
Prerequisite: COEN 212, 231",,,
5064,COEN,313,Digital Systems Design II,3.5,"Two-level and multi-level logic optimization techniques. Hardware description languages (VHDL) for synthesis and simulation. Asynchronous design. Algorithmic state machines. Clocking and clock skew. Metastability. Self-timed concepts. Finite state machine (FSM) optimization. State reduction. FSM partitioning. Programmable logic devices and field programmable gate arrays. Data path and control design for processors. Testing issues. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
Prerequisite: COEN 212, 231",,,
5064,COEN,313,Digital Systems Design II,3.5,"Two-level and multi-level logic optimization techniques. Hardware description languages (VHDL) for synthesis and simulation. Asynchronous design. Algorithmic state machines. Clocking and clock skew. Metastability. Self-timed concepts. Finite state machine (FSM) optimization. State reduction. FSM partitioning. Programmable logic devices and field programmable gate arrays. Data path and control design for processors. Testing issues. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
Prerequisite: COEN 212, 231",,,
47383,FBRS,386,DIGITAL TECHNOLOGIES AND MATERIAL PRACTICES,3,"This studio course combines digital and material approaches within the context of contemporary studio practice. Topics may include software for textile arts, electronic textiles, or other thematic subjects that are combined with electrical and material practices. Other topics may include the use of digital technologies for imaging, pattern development, and textile structures.
Prerequisite: FBRS 240 or FBRS 260 or permission of the coordinator.
NOTE: Specific topics, and additional prerequisites if required, will be stated in the Undergraduate Class Schedule.",,,
3638,CART,345,Digital Texts and Typography I,3,"This is a studio course in which students conduct experiments in digital text, type, and typography. It looks at how type can be used in dynamic, interactive, and performative contexts, how manipulating the appearance and behaviour of type affects the meaning of the text, and how to work with the materiality of letterforms. Class projects include motion typography for video, interactive texts, liquid/random/malleable fonts, and computationally responsive letterforms.
Prerequisite: 24 credits completed in a Computation Arts program; or written permission of the Department.
NOTE: Students who have received credit for this topic under a CART 355 number may not take this course for credit.
NOTE: Students are expected to have training in the fundamentals of typography.


",,,
22925,JOUR,202,Digital Tools for Journalists,3,"Students are introduced to a range of basic tools and concepts in multimedia journalism, from basic HTML and web design to the use of web 2.0 tools to author and publish video, audio, and still photography online.
Prerequisite: Enrolment in a Journalism program.




",,,
8101,ELEC,6621,DIGITAL WAVEFORM COMPRESSION,4,Please see GRAD Calendar,,,
28888,PSYC,375,DIR STUD RESEARCH ON SEL TOP,3,Please see UGRD Calendar,,,
28888,PSYC,375,DIR STUD RESEARCH ON SEL TOP,3,Please see UGRD Calendar,,,
2879,BIOL,573,DIR.STUDIES IN ECOTOX. I,1,Please see GRAD Calendar,,,
15515,HUMA,866,DIRECTD STUDIES,3,Please see GRAD Calendar,,,
31128,SCOL,290,Directed and Independent Study I,3,"The student works under the supervision of a member of the Faculty on either a practical laboratory project or a literature study. A formal, written report is required.
Prerequisite: Membership in the Science College, or permission of the College.




",,,
48299,SCOL,391,Directed and Independent Study II,6,"Prerequisite: Membership in the Science College, or permission of the College. A student who has completed SCOL 290 registers for SCOL 391. Students are encouraged to work in a field different from that of their SCOL 290 project.
NOTE: Students who have received credit for SCOL 390 may not take this course for credit.",,,
48299,SCOL,391,Directed and Independent Study II,6,"Prerequisite: Membership in the Science College, or permission of the College. A student who has completed SCOL 290 registers for SCOL 391. Students are encouraged to work in a field different from that of their SCOL 290 project.
NOTE: Students who have received credit for SCOL 390 may not take this course for credit.",,,
31199,SCOL,490,Directed and Independent Study III,6,"A student who has completed SCOL 390 or SCOL 391 registers for SCOL 490. Students are encouraged to work in a field different from that of their SCOL 290 and 390 or 391 projects. Students complete a research project approved in advance by the College, under the supervision of a fellow of the College and/or a faculty member in a scientific discipline at Concordia or elsewhere.
Prerequisite: Membership in the Science College, or permission of the College.
NOTE: After consultation with the Science College, students may register in BIOL 490, CHEM 450, or PSYC 495 and upon successful completion be exempted from SCOL 490. Students may also choose to do the honours project and in addition a SCOL 490 project.",,,
47441,JOUR,646,DIRECTED READING COURSE - JOURNALISTIC STRATEGIES,3,,,,
29014,PSYC,483,Directed Readings In Psychology,3,"This course is designed for the advanced student wishing to do independent, individually supervised literature research on a specific topic in psychology. This research culminates in a written report. Students should have a well-defined topic and a faculty supervisor, typically selected from within the Psychology Department, before registering for this course.
NOTE: Students who have received credit for PSYC 436 may not take this course for credit.",,,
29014,PSYC,483,Directed Readings In Psychology,3,"This course is designed for the advanced student wishing to do independent, individually supervised literature research on a specific topic in psychology. This research culminates in a written report. Students should have a well-defined topic and a faculty supervisor, typically selected from within the Psychology Department, before registering for this course.
NOTE: Students who have received credit for PSYC 436 may not take this course for credit.",,,
34937,WSDB,496,Directed Research,6,"Students work with an individual faculty member in a particular area of Women's Studies. Students are expected to produce a substantial research project.
Prerequisite: Enrolment in the Specialization in Women's Studies; 30 credits, including WSDB 290, 291, 292, 380, 480, and permission of instructor.




",,,
28896,PSYC,387,Directed Research in Psychology,3,"Under the supervision of a faculty member, typically from within the Department, the student carries out an independent research project and completes a written report. The area of study is decided upon through consultation with the faculty member.
Prerequisite: PSYC 311, 316; permission of the Department.
NOTE: Students who have received credit for PSYC 439 may not take this course for credit.



",,,
28896,PSYC,387,Directed Research in Psychology,3,"Under the supervision of a faculty member, typically from within the Department, the student carries out an independent research project and completes a written report. The area of study is decided upon through consultation with the faculty member.
Prerequisite: PSYC 311, 316; permission of the Department.
NOTE: Students who have received credit for PSYC 439 may not take this course for credit.



",,,
13092,GEOG,625,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
4346,CHST,680,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
28290,POLI,695,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
14931,HUMA,800,DIRECTED STUDIES,6,Please see GRAD Calendar,,,
14933,HUMA,801,DIRECTED STUDIES,6,Please see GRAD Calendar,,,
14935,HUMA,802,DIRECTED STUDIES,6,Please see GRAD Calendar,,,
14937,HUMA,803,DIRECTED STUDIES,6,Please see GRAD Calendar,,,
14939,HUMA,804,DIRECTED STUDIES,6,Please see GRAD Calendar,,,
14941,HUMA,805,DIRECTED STUDIES,6,Please see GRAD Calendar,,,
14943,HUMA,806,DIRECTED STUDIES,6,Please see GRAD Calendar,,,
14945,HUMA,807,DIRECTED STUDIES,6,Please see GRAD Calendar,,,
14948,HUMA,808,DIRECTED STUDIES,6,Please see GRAD Calendar,,,
14950,HUMA,809,DIRECTED STUDIES,6,Please see GRAD Calendar,,,
14952,HUMA,810,DIRECTED STUDIES,6,Please see GRAD Calendar,,,
14954,HUMA,811,DIRECTED STUDIES,6,Please see GRAD Calendar,,,
14956,HUMA,812,DIRECTED STUDIES,6,Please see GRAD Calendar,,,
14968,HUMA,818,DIRECTED STUDIES,6,Please see GRAD Calendar,,,
14970,HUMA,819,DIRECTED STUDIES,6,Please see GRAD Calendar,,,
14982,HUMA,825,DIRECTED STUDIES,6,Please see GRAD Calendar,,,
14985,HUMA,826,DIRECTED STUDIES,6,Please see GRAD Calendar,,,
14988,HUMA,827,DIRECTED STUDIES,6,Please see GRAD Calendar,,,
14991,HUMA,828,DIRECTED STUDIES,6,Please see GRAD Calendar,,,
14993,HUMA,829,DIRECTED STUDIES,6,Please see GRAD Calendar,,,
14995,HUMA,830,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15010,HUMA,831,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15025,HUMA,832,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15040,HUMA,833,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15055,HUMA,834,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15070,HUMA,835,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15085,HUMA,836,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15100,HUMA,837,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15115,HUMA,838,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15130,HUMA,839,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15145,HUMA,840,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15159,HUMA,841,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15174,HUMA,842,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15189,HUMA,843,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15204,HUMA,844,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15219,HUMA,845,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15234,HUMA,846,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15249,HUMA,847,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15263,HUMA,848,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15278,HUMA,849,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15293,HUMA,850,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15307,HUMA,851,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15322,HUMA,852,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15336,HUMA,853,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15350,HUMA,854,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15365,HUMA,855,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15380,HUMA,856,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15395,HUMA,857,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15410,HUMA,858,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15424,HUMA,859,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15437,HUMA,860,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15450,HUMA,861,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15463,HUMA,862,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15475,HUMA,863,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15488,HUMA,864,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15501,HUMA,865,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15528,HUMA,867,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15542,HUMA,868,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15555,HUMA,869,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15569,HUMA,870,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15581,HUMA,871,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15595,HUMA,872,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15609,HUMA,873,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15622,HUMA,874,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15634,HUMA,875,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15646,HUMA,876,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15658,HUMA,877,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15670,HUMA,878,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15682,HUMA,879,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15694,HUMA,880,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15706,HUMA,881,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15718,HUMA,882,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15729,HUMA,883,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15740,HUMA,884,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
15756,HUMA,886,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
47012,POLI,898,DIRECTED STUDIES,3,Please see GRAD Calendar,,,
47203,POLI,898I,DIRECTED STUDIES - Conducting Research in Hostile Territory,3,,,,
47442,HUMA,853O,DIRECTED STUDIES - IRISH AUDIOTOPIAS,3,,,,
47437,HUMA,859O,DIRECTED STUDIES 3D SILHOUETTE ANIMATION,3,,,,
47278,HUMA,854O,DIRECTED STUDIES ADV. RHETORICAL THEORY,3,See GRAD Calendar.,,,
47246,HUMA,855O,DIRECTED STUDIES ALCHEMY AND THE SENSES,3,See GRAD Calendar.,,,
1903,ARTE,868,DIRECTED STUDIES IN ARTE,3,Please see GRAD Calendar,,,
1902,ARTE,867,DIRECTED STUDIES IN ARTE I,3,Please see GRAD Calendar,,,
27989,POLI,491,Directed Studies in Political Science,3,This special reading course is designed in conjunction with a faculty member to explore topics and themes in a specific research area of interest to the student and faculty member.,,,
